ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
5302,SD Vista - Solar Water Pump Project in Kenya,Sunculture Kenya Limited,Energy distribution,,AMS-I.B.,Withdrawn,Kenya,"40,000",Africa,,2020-08-01,2027-07-31
5297,Promotion of EV Infrastructure and Emission Reduction for Sustainable transport by Continuum Research and PersistentClimate,Multiple Proponents,Energy demand; Transport,,AMS-I.F.; AMS-III.C.; VM0038,Registration and verification approval requested,India,"59,902",Asia,,2023-01-31,2033-01-30
5299,Agoro Carbon Brazil Program,Agoro Carbon Alliance Brazil,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,"469,563",Latin America,,2021-10-16,2028-10-15
5296,"300 TPD Composting Project in Baidyabati, Hooghly (W.B.) by EOFPL",M/S. Eastern Organic Fertilizer Pvt. Ltd. (EOFPL),Waste handling and disposal,,AMS-III.F.,Under validation,India,"35,246",Asia,,2022-12-23,2029-12-22
5295,AGROFLORESTAL NOVO HORIZONTE REDD AUD PROJECT,AGROFLORESTAL NOVO HORIZONTE LTDA,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,"94,143",Latin America,,2021-10-10,2061-10-09
5293,Composting Project for Carbon Mitigation,Climate Notion Private Limited,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Under validation,India,"22,972",Asia,,2023-05-05,2030-05-04
5294,Maya Forest Corridor REDD project,Maya Forest Corridor Trust,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Belize,"34,213",Latin America,,2022-01-01,2041-12-31
5292,Monsoon Methane Avoidance from Industrial Wastewater in Indonesia Grouped Project,Monsoon Carbon Pte Ltd,Waste handling and disposal,,AMS-III.H.,Registration requested,Indonesia,"36,893",Asia,,2024-11-01,2031-10-31
5289,Uruguay Grasslands Regeneration Project,Uruguay Grasslands Regeneration Project LLC,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,Uruguay,"290,944",Latin America,,2024-12-01,2064-11-30
5290,Iñapari Amazon REDD+ Project,Corporación Mercantil Recife S.A.C.,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Peru,1,Latin America,,2022-01-01,2061-12-31
5291,El Juramento,SOTHYS Sarl,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Argentina,"73,201",Latin America,,2025-03-16,2065-03-15
5287,V Carbon Nuku Nopan Project,V Carbon ESG Resources Limited,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under development,Papua New Guinea,"3,856,656",Oceania,,2021-11-01,2046-10-31
5288,Reforesting Reclaimed Appalachian Mine Lands,Living Carbon PBC,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,United States,"200,000",North America,,2023-05-10,2063-05-09
5286,Saytek Plastic Recycling Facility,Multiple Proponents,Waste handling and disposal,,VMR0007,Registration and verification approval requested,Turkey,"16,573",Asia,,2023-04-04,2030-04-03
5281,Suide County Urban MSW Landfill Biogas Pollution Control and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registration requested,China,"35,258",Asia,,2023-02-24,2033-02-23
5282,The Rubeho Mountains Carbon Project,Compassionate Carbon TZ,Agriculture Forestry and Other Land Use,ARR; REDD,VM0047; VM0048,Under development,Tanzania,"524,239",Africa,,2025-03-01,2065-02-28
5283,Seram Climate and Conservation (SERCOVA),PT Strata Pacific,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,Indonesia,"1,017,349",Asia,,2021-11-08,2061-11-07
5277,"Taishan BCCY New Energy Co., Ltd Taishan Xiadoukeng 5MW Biogas Power Generation Project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,China,"96,122",,,2023-02-01,2033-01-31
5279,QK Solar PV Grouped Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"12,262",Africa,,2023-01-19,2030-01-18
5278,Carbon Credit Ukraine Initiative,UAB Heavy Carbon,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Ukraine,"533,032",Europe,,2022-03-01,2042-02-28
5275,SKS Go Green,Multiple Proponents,Transport,,AMS-III.C.,Under validation,Malaysia,"48,277",Asia,,2022-01-01,2031-12-31
5276,Agricultural Land Management in Malawi,Teralytic,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Malawi,"10,000",Africa,,2025-03-15,2045-03-14
5274,Sinan County domestic waste landfill biogas pollution control and comprehensive utilization project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registration requested,China,"37,961",Asia,,2024-01-16,2034-01-15
5272,Umoyilanga Hybrid Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,South Africa,"300,000",Africa,,,
5273,CCB - VCS Project ID 15 dec 2023 – Bosques Cautin S.A. Forest Carbon Project II,Bosques Cautin S.A.,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,Chile,"78,951",Latin America,,2023-12-15,2063-12-14
5270,Primary Carbon Solar PV Grouped Project,Primary Carbon,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"3,322",Africa,,2023-09-01,2033-08-31
5271,Zambruss REDD+ Project,Zambruss Enterprises Ltd,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Zambia,"96,459",Africa,,2023-06-24,2063-06-23
5264,Yunfu LFG Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"47,759",,2025-04-07,2022-12-17,2032-12-16
5265,Langfang Jinye E-waste recycling and comprehensive utilization project,"Hebei Jinye renewable Resources Co., Ltd.",Waste handling and disposal,,VMR0008,Registration and verification approval requested,China,"59,509",,,2023-04-01,2030-03-31
5251,Weinan Kelinle Plastic Recycling Project,"Weinan Kelinle Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,VM0007,Registration and verification approval requested,China,"59,706",,,2023-04-01,2030-03-31
5250,eAgronom Project for the Improvement of EU Soils Health,OU E-Agronom,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Spain,"800,000",Europe,,2022-10-25,2042-10-24
5244,Participatory sustainable regenerative agriculture and agroforestry system for voluntary carbon market,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,472,Asia,,2025-01-01,2054-12-31
5246,Carbon Credit Farming through Sustainable Agriculture Approaches in the Upper Indo-Gangetic Plains,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,400,Asia,,2024-10-01,2044-09-30
5248,Harnessing the Benefits of Carbon Farming vis-à-vis Carbon Credit for Balancing Economic Development with Climate Change Adaptation and Mitigation,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,350,Asia,,2022-06-01,2029-05-31
5249,EVOLVE SUSTAINABLE DAIRY FARMING PROJECT IN IRELAND,Kerry Agribusiness Trading Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Ireland,"52,109",Europe,,2024-01-01,2033-12-31
5237,Electric Vehicle Charging Programme in Korea,Multiple Proponents,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration and verification approval requested,South Korea,"125,935",Asia,,2023-01-02,2033-01-01
5240,Reducing GHG emissions in irrigated crops through micro-irrigation in different agroecological regions of India,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,100,Asia,,2024-11-15,2031-11-14
5241,Promotion of dryland horticulture for higher carbon credits and income generation,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"1,373",Asia,,2024-08-01,2044-07-31
5242,Evaluation of Soil Organic Carbon Sequestration under Natural Farming Condition: Enhancing Soil Quality and Capitalizing on Carbon Markets,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,400,Asia,,2024-10-01,2044-09-30
5243,The potential of plantation-based systems in generating carbon credit through biochar production and application in the West Coast region of India,National Bank for Agriculture and Rural Development,Waste handling and disposal,,VM0044,Under development,India,"1,061",Asia,,2024-10-15,2031-10-14
5236,Carbon crediting in the rice-wheat system through crop residue management: a farmer participatory approach,National Bank for Agriculture and Rural Development,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"1,295",Asia,,2024-08-10,2031-08-09
5234,Oman Blue Carbon,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Oman,"130,723",Middle East,,2024-07-25,2051-07-24
5235,Brightly - Reducing Food Loss and Waste - Project #2,Brightly Ventures INC,Waste handling and disposal,,VM0046,Under validation,United States,"1,233,208",North America,,2021-07-01,2028-06-30
5233,Gut&Bösel: Living Soils Initiative,LandVision Alt Madlitz GmbH,Agriculture Forestry and Other Land Use,ALM; ARR,VM0042; VM0047,Under development,Germany,"229,808",Europe,,2021-09-07,2061-09-06
5232,V Carbon Nuku Maimai Project,V Carbon ESG Resources Limited,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under development,Papua New Guinea,"1,895,234",Oceania,,2021-11-01,2046-10-31
5230,Safe Water Supply in India,Offset Financial Holdings LLC,Energy demand,,AMS-III.AV.,Under development,India,"25,000",Asia,,2023-01-21,2030-01-20
5227,Sustainable Agricultural Land Management Project by VISTA Green,VISTA GREEN ORGANICS,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,"3,787",Asia,,2023-06-25,2043-06-24
5229,Multilixo Landfill Gas Project,Engep Ambiental Ltda,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Brazil,"316,714",Latin America,,2023-05-15,2030-05-14
5224,Carbon Mosaic Conservation and Restoration of Mangroves in Delta State,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM; ARR; REDD; WRC,VM0033; VM0042,Under development,Nigeria,"1,935,095",Africa,,2025-01-01,2054-12-31
5221,Planting of trees for conservation of lands in different states in India,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"333,683",Asia,,2022-07-12,2052-07-11
5220,Biochar Production Project-1 by WeAct in Madagascar,WeAct Pty Ltd.,Waste handling and disposal,,VM0044,Under validation,Madagascar,"21,326",Africa,,2024-11-01,2031-10-31
5218,VCS Development Project of Methane Emission Reduction in Dairy Farming in Yongchang Pasture,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registration requested,China,"39,708",Asia,,2023-07-10,2033-07-09
5214,Pingjiang County Domestic Waste Harmless Landfill Site LFG Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"60,882",,2025-03-16,2023-03-21,2033-03-20
5210,Panzhou County Chicken Farm Manure Composting Project,"Guizhou Hanwei Egg Industry Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,"35,865",,2025-04-06,2023-01-05,2033-01-04
5211,12 MW Waste-to-Energy Power Plant by EB Environmental Energy LTD in  Viet Nam,Kosher Climate India Pvt. Ltd.,Waste handling and disposal,,AMS-III.E.,Under validation,Viet Nam,"82,900",Asia,,2024-02-07,2031-02-06
5209,BluSmart EV Project in UAE,Multiple Proponents,Transport,,AMS-III.C.,Under development,United Arab Emirates,"6,020",,,2024-09-01,2034-08-31
5208,Small Scale LED Lighting Grouped Project in South Africa,Energy LED (Pty) Ltd,Energy demand,,AMS-II.C.,Under validation,South Africa,"7,583",Africa,,2022-12-01,2032-11-30
5203,"Luoding BCCY New Power CO., Ltd. MSW biogas to electricity generation project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"44,555",Asia,2025-03-16,2022-12-28,2032-12-27
5205,"Agroforestry for Enhancing the Smallholders’ Livelihood in Karnataka And Andhra Pradesh, India",GKF Agroforestry Pvt Ltd,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"160,686",Asia,,2021-08-01,2041-07-31
5207,Mangrove Restoration Initiative by LTIM in India,LTIMINDTREE LTD,Agriculture Forestry and Other Land Use,ARR,VM0033,Under validation,India,"3,577",Asia,,2022-08-01,2042-07-31
5202,MIXED AFFORESTATION IN THE PARANA BASIN III,Cambium Earth S.L.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Argentina,"42,623",Latin America,,2023-06-30,2066-06-29
5200,Together for the Forest Awaeté REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0048,Under validation,Brazil,"1,294,534",Latin America,,2023-01-01,2062-12-31
5199,Marmota EV Charging Carbon Offset Program (MEVCCOP),Marmota Solutions Incorporated,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration requested,Canada,"16,691",North America,,2022-12-09,2029-12-08
5196,Improved cookstove distribution in Rwanda,Multiple Proponents,Energy demand,,VMR0006,Under validation,Rwanda,"37,628",Africa,,2023-12-14,2033-12-13
5197,Reforestation through biodiverse Agroforestry Systems in the Amazon (Roraima State),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Brazil,"143,629",Latin America,,2023-07-13,2063-07-12
5194,BIODIESEL PROJECT BY CHEMENERGY BIOFUELS(P) LIMITED,Chemenergy Biofuels (P) Limited,Chemical industry; Transport,,ACM0017,Under validation,India,"105,246",Asia,,2023-04-01,2030-03-31
5195,Battery Smart EV Battery Swapping Project,UPGRID SOLUTIONS PRIVATE LIMITED,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration requested,India,"111,928",Asia,,2023-01-01,2029-12-31
5192,Djibouti Mangrove Restoration Program,Sovereign Carbon Agency,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0033; VM0047,Under development,Djibouti,"45,694",Africa,,2025-01-01,2064-12-31
5191,CATALYZING COMMUNITY RESILIENCE  THROUGH CARBON FINANCE IN  ETHIOPIAN AFROMONTANE FORESTS,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Ethiopia,"241,990",,,2024-06-01,2054-05-31
5188,Methane Avoidance in Anaerobic Lagoons Grouped Project,GHG Biotecnologia Ltda.,Waste handling and disposal,,AMS-III.I.,Under validation,Brazil,"17,235",Latin America,,2024-08-01,2034-07-31
5186,Quanzhou Canhua PET Recycling Project,"Fujian Province Canhua Enviromental Material Co., Ltd",Waste handling and disposal,,VMR0007,Registered,China,"58,574",Asia,2025-02-25,2022-11-15,2032-11-14
5187,BaCaSi,TotalEnergies Nature Based Solutions II,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Congo,"388,968",Africa,,2021-08-01,2056-07-31
5184,Working Trees- Scaling Brazilian Silvopasture (WT-SBS),Working Trees,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Brazil,"7,025,437",Latin America,,2024-02-17,2054-02-16
5183,Zhangye Improved Grassland Management Project Phase II,"Zhangye Agricultural Development Investment Group Co.,Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,"235,710",Asia,,2022-03-28,2082-03-27
5181,Silk Grass Farms Forest Conservation Project (REDD+),Silk Grass Farms. Ltd,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Belize,"86,359",Latin America,,2021-08-01,2051-07-31
5180,"Ganaderos Y Bosques Azuero: Reforestation of Riparian Areas and Rotational Grazing on Cattle Farms in the Azuero Peninsula, Panama",rePLANET,Agriculture Forestry and Other Land Use,ALM; ARR,VM0042; VM0047,Under development,Panama,"103,516",Latin America,,2025-01-01,2064-12-31
5177,Lavushimanda Community Conservation Project,WeForest Zambia Ltd,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Zambia,"63,163",Africa,,2024-01-01,2063-12-31
5175,Veracruz Mangroves for Life,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under development,Mexico,"60,629",Latin America,,2023-04-28,2043-04-27
5176,Sustainable Silvopastoral Producers of the Argentine Pampas,Comercio y Desarrollo SA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Argentina,"5,203",Latin America,,2021-07-19,2051-07-18
5173,Ecozone Improved Cooking Stove (ICS) Project in Nepal,Alternative Energy Promotion Centre - AEPC,Energy demand,,VM0006,Under development,Nepal,"44,044",Asia,,2022-06-25,2032-06-24
5172,Project Akwaaba | Forest Ecosystem Restoration in Ghana,Rainforest Builder Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0047,Registration requested,Ghana,"4,965",Africa,,2023-09-28,2123-09-27
5165,Haiweidun electric vehicle in passenger transportation project,Suzhou Haiweidun Car Rental Co. LTD,Transport,,AMS-III.C.,Registered,China,"43,739",,2025-02-27,2022-11-01,2032-10-31
5166,Bac Ninh Province Domestic Waste Power Generation Project,"Bac Ninh EU - Conch Venture New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,Viet Nam,"32,337",Asia,,2023-09-23,2033-09-22
5167,Bundled Rooftop Solar Power Project by SPPL 02,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,India,"15,872",Asia,,2023-09-15,2030-09-14
5169,Sembrando Futuro 2.0,Terraformation Inc.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Colombia,"7,813",Latin America,,2023-09-18,2063-09-17
5170,Supporting Ancestral Domains: Carbon Finance for Climate Action and Sustainable Development in the Mount Mantalingahan Protected Landscape,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Philippines,"316,691",Asia,,2022-01-01,2061-12-31
5164,Arbonics Afforestation Project Two,Arbonics OU,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Latvia,364,Europe,,2022-04-15,2122-04-14
5160,Fagnako: Agroforestry project in Madagascar,Canopy Energies,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Madagascar,"45,337",Africa,,2023-05-01,2053-04-30
